Country Name,countryID,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.8337588,764.2925193,804.1397276,837.4546258,874.519988,904.1301535,1002.579137,1090.63221,1182.051877,1255.644205,1366.004185,1523.775476,1753.441983,1971.627326,2197.829978,2355.790305,2340.381721,2471.891474,2658.709247,2858.71357,3069.58846,3284.768144,3504.418254,3736.964612,
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.537114,1286.838125,1308.734753,1334.567298,1369.252779,1378.767071,1406.436266,1431.187487,1515.764112,1489.422169,1590.908787,1576.121796,1632.689646,1669.000139,1656.264798,1759.55826,1748.301393,1795.291131,1757.832584,1738.725516,1696.511974,1706.480953,1794.518408,1894.779074,1908.344427,2094.909432,2108.537228,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9259.512727,9321.30695,9857.931824,10674.32612,11337.91553,12092.41487,12893.05173,13866.85874,13775.82808,14297.01772,15989.91059,17016.84631,17476.83627,16939.39396,17782.94641,19702.28979,20423.90714,20689.53149,22178.10625,21435.71875,20979.06198,21689.30389,21711.94624,23180.10555,24688.97822,25737.62429,26382.78803,
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8276.034959,9343.977813,10042.27077,10874.10583,12006.49722,13295.51969,14428.27252,15399.22659,14608.8406,16392.80863,18083.0841,19184.3861,20775.10514,21374.49678,22947.22316,24196.42385,25827.7946,27822.86014,28655.98352,28320.31912,30376.87182,31228.5107,32097.164,32615.77259,33587.5834,35203.73414,36532.47268,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59069.64595,59729.89444,59221.57848,57966.23229,54235.2472,55420.72265,55510.35575,57119.74585,67552.42741,75528.22353,83224.57488,88328.01607,91268.60723,90011.78217,79296.86474,73682.86838,77459.53831,79047.76387,76667.70633,74469.38342,72918.00376,74263.99863,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741.588137,6061.441085,6275.625681,6894.083643,7245.38577,7274.570219,7506.106379,7902.732549,8024.841336,8061.090641,8426.245548,8527.727219,8555.343664,8766.331873,9441.643622,10122.79771,10925.59567,11733.13639,12360.03224,12159.51288,12896.03874,13704.63994,14154.50154,14618.01343,14880.54269,14776.53016,14732.4839,
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.958956,1156.686199,1214.90971,1282.902812,1382.098279,1475.413015,1572.325142,1675.559239,1728.72428,1850.89123,1969.701704,2096.907986,2221.186411,2367.445811,2548.398911,2773.571076,3054.581779,3317.147454,3585.167178,3820.361454,4133.441868,4495.15215,4882.41856,5293.963358,5715.672222,6128.358238,6549.668,
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.706758,7122.146019,7425.08233,7912.226084,8510.83072,9076.835045,9598.412654,9472.472824,9851.489665,9822.259753,9933.079261,10161.73147,10176.45461,10196.8175,10632.03816,10924.51068,11236.70803,12524.41373,14023.26449,15282.37826,16118.96329,15693.68728,15334.65,14902.76348,14541.68299,14218.82972,14308.75113,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.3042806,533.0922484,664.7766667,674.8301245,694.3210161,486.2156545,502.9640936,532.3540947,572.7162985,618.8861988,648.426741,661.1688639,685.5006861,734.3262738,786.1243216,847.1320298,846.0461305,836.181489,812.6739438,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16639.65867,17375.64648,17186.16388,17010.81358,19299.51646,20392.47615,23189.82724,25071.94434,26966.4962,27843.12564,27523.81746,29030.84338,11192.79064,,,,,,
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.354562,6323.091712,6899.6353,7004.729952,7183.688974,7366.828067,7617.142604,7577.190365,8036.020548,8269.69024,8344.133265,8132.971822,8216.242506,8708.209035,9556.172245,9727.703407,10602.03478,10975.94457,11637.20802,11509.29632,11559.75982,12112.40013,12183.79012,12343.14459,12373.08687,12729.77421,12952.72517,
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.275902,6132.910288,6367.989115,6982.304714,7343.8603,7404.58435,7655.881185,8069.518057,8210.906036,8257.580757,8635.135574,8759.42418,8798.491326,9025.470722,9730.575347,10422.6347,11294.86991,12115.60962,12711.79992,12505.48072,13280.03116,14120.77406,14595.89948,15077.84424,15347.27917,15237.74349,15210.45441,
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.1886517,868.8270211,875.4520835,879.5024998,897.0899622,938.9954122,984.6428773,1023.725158,1051.245257,1088.437391,1137.371677,1197.14821,1228.784915,1292.495496,1380.806256,1503.241353,1633.048247,1781.980762,1901.854911,1970.274527,2069.547261,2145.452356,2235.055691,2354.795308,2469.538544,2536.933129,2622.119557,
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.1579891,749.6252284,723.4683503,726.2735193,734.9788743,758.1422148,796.7615681,816.2919866,826.9040682,845.6232115,861.3771519,899.2804766,906.8542853,929.4642472,982.4062534,1048.044527,1106.204814,1178.676464,1232.103657,1275.513173,1338.689756,1408.213222,1452.72065,1523.970032,1600.069348,1653.017898,1701.452462,
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334.773433,2493.259157,2632.133959,2850.50204,3045.349867,3253.114871,3414.982426,3675.036567,3869.734306,4076.320429,4392.674887,4392.682661,4601.36469,4931.53602,5299.68322,5766.394449,6351.95648,6914.785217,7419.358005,7690.42586,8357.02875,9193.358235,10164.08015,10625.53099,11277.38616,11922.64492,12552.41331,
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.406667,1841.085431,1893.720062,1940.661241,2008.306297,2112.578051,2235.767879,2320.218908,2324.615026,2431.411943,2551.634153,2675.62653,2772.483042,2956.761017,3230.003765,3507.956547,3828.712976,4175.056263,4392.539652,4583.516991,4907.456962,5197.031787,5479.460972,5789.291739,6129.659988,6464.730375,6802.204531,
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.193182,2534.214206,2599.384706,2733.510718,2831.950667,2955.844147,3120.013385,3275.336489,3336.304387,3468.79524,3695.028319,3869.595823,4045.321909,4316.308507,4735.211756,5191.362464,5776.452853,6380.396085,6867.76358,7069.065391,7611.639556,8202.150784,8660.531693,9133.270918,9596.157998,9965.98545,10415.14648,
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.5517315,966.9701831,1037.124393,1077.580939,1144.847805,1187.24195,1258.069767,1310.002996,1329.276942,1341.952904,1411.816863,1481.736988,1502.343574,1588.985582,1646.888415,1744.531577,1858.82186,1983.740482,2139.925183,2181.596966,2317.828928,2500.014871,2665.514149,2722.742905,2814.685099,2883.811087,2951.021894,
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849.141566,2944.501664,3007.813949,3180.959637,3363.146245,3591.612977,3808.817587,4038.49919,4147.293864,4359.257582,4737.77366,5062.035653,5429.964141,5909.378276,6527.272823,7235.19577,8239.4451,9272.563964,10210.51127,10607.33383,11549.59852,12708.1797,13616.71881,14478.29357,15269.44534,15940.86314,16691.98356,
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.6037,6377.990656,7066.708805,7756.67243,7821.665561,8456.32163,9459.492241,10494.34857,12066.82486,13036.08568,14526.13395,16486.70147,19092.24886,20744.06663,18142.65292,20110.33897,22854.33466,24657.83806,26692.89995,28191.13472,28709.75519,29838.4741,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29680.28752,32875.80626,33785.32433,35561.54779,37196.0229,39632.95704,41334.75262,42826.4,44360.28328,50627.92776,55340.09732,55941.38138,58771.50927,60035.19605,64074.50515,68220.06448,77961.47479,83967.26047,86693.89512,82263.43623,85696.99591,92005.01684,91622.17742,95590.5387,101640.0534,102517.1382,102389.4377,
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507.921283,5795.206319,6481.585677,7070.923667,7405.285784,8018.050373,9042.667831,10070.00251,11025.83482,12218.72796,13847.63412,15754.6178,18126.15112,19432.22329,16868.81667,17575.7297,19773.38372,21252.71853,22721.1158,23871.88217,24543.21002,25587.38809,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26089.56557,27168.17208,30727.77844,32385.67217,33786.81634,34914.5095,34694.12127,34488.64924,32597.6996,31639.17936,33469.07264,34408.29439,37145.37816,41266.90451,52457.30156,57162.65413,65306.92283,75131.93135,77584.78163,77553.40365,96198.24303,116752.2116,126863.432,140037.2238,137470.0208,106959.8396,105420.4142,
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.458556,2750.206461,2705.00321,2701.767046,3001.806801,2854.5881,3219.942322,3181.023226,3404.73101,3451.407018,3553.994247,3854.184259,3987.266466,4257.963493,4530.82369,4773.984071,5232.009118,5496.643132,5866.564216,6086.340164,6312.915427,6688.402606,6916.435024,7239.873106,7442.416163,7770.245991,7857.487717,
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.622233,1824.269765,1893.041787,1789.118318,1758.071675,1839.712736,2000.887403,2195.14622,2393.417558,2647.756644,2945.080151,3190.121573,3381.098617,3723.402213,3531.032976,3831.749187,4179.214809,4226.959198,4700.234439,5007.37262,5054.682473,5332.287773,
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.491219,1004.584542,1009.371303,1023.911937,1013.677772,1020.603083,1028.940596,1051.534939,1070.359231,1102.115183,1144.578853,1203.397066,1034.924625,1124.373507,1180.242607,1237.201112,1300.704121,1378.26419,1463.094812,1375.638427,1357.654563,1367.543082,1396.203885,1411.918029,1442.480848,1466.497462,1506.238325,
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.444342,3215.544621,8917.807593,9458.807558,8257.5536,10453.8206,11260.66488,12243.32425,11139.5502,11762.6497,12664.99067,12843.89776,13607.20298,14442.89653,14593.97287,15347.99776,
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7645.255683,7952.54549,8373.392285,8547.843821,8723.595094,8906.789475,9326.272215,9621.134542,9993.323089,10180.25118,10773.78693,10999.82207,11185.73387,11732.97633,12775.33029,13533.692,14433.89873,15259.62078,15888.54307,15813.15718,16463.22454,16965.5368,17351.2686,17792.92087,18279.30888,18636.06861,19515.40261,
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036.999591,6373.373729,6621.596957,8469.701819,8884.135322,8010.964694,8391.156973,8985.921377,9341.661507,9804.025753,10428.99269,10418.80964,10469.86578,10713.42841,11330.65912,12212.85479,13298.25613,13877.28538,14436.81504,14092.23703,14764.81003,15922.89816,16457.09495,16683.30143,17270.12221,16983.46421,17274.82307,
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.459551,1896.529712,2040.270136,2184.629972,2337.645647,2560.128961,2320.722352,2195.863708,2146.884617,2121.19607,2293.737344,2470.697461,2575.481591,2633.42782,2711.232218,2881.109185,3010.958873,3200.38771,3204.513387,3169.834845,3408.776762,3513.291213,3693.225389,3850.700775,3874.728836,3903.127907,4022.978632,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.580871,2683.278369,2757.254296,2904.082698,3012.22636,3147.107825,3324.749069,3494.472792,3562.722534,3708.466952,3957.067309,4148.384144,4344.056105,4643.432168,5103.120912,5603.757522,6248.091962,6913.654524,7454.3362,7681.629353,8285.258843,8943.23312,9459.201155,9989.933423,10510.80484,10932.0111,11443.62769,
"Macedonia, FYR",MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256.844668,5104.115906,4889.121026,4642.386405,4663.289403,4703.80663,4831.358021,4959.490316,5163.575643,5422.793773,6126.103283,6033.871851,6305.388044,6502.200339,7082.625248,7759.728958,8585.899816,9241.273577,10417.66842,10912.23669,11284.80918,11611.85199,11841.01259,12655.53657,13370.02058,13766.31883,14942.19764,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.002533,928.5740111,896.8105358,922.5955436,951.9273117,955.0949561,1014.494245,1054.169886,1116.840156,1166.780281,1159.551873,1328.888461,1349.883549,1456.524978,1472.481882,1567.708574,1636.445353,1681.662578,1737.714752,1774.06535,1834.117059,1874.70303,1838.190576,1856.267363,1960.945607,2043.718105,2125.716027,
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9343.353424,9985.591399,10582.57398,11207.32706,11980.07898,12915.27558,13672.04842,15123.27126,15855.68569,16962.26703,19422.71414,19637.61424,20561.68377,20936.1531,21408.68761,22232.57537,23226.9614,24889.05507,26193.06845,26134.92465,27836.06147,28609.93107,29457.71787,31256.67451,33739.92378,35873.82079,37928.34127,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.2066369,486.2132755,538.5246547,577.7331162,626.6902749,675.8951196,723.2821899,767.1093399,810.1793055,900.9966759,1035.524118,1165.801255,1311.63469,1507.493596,1742.632258,2025.540178,2343.183622,2676.190656,2989.784895,3308.846366,3645.936435,3898.414627,4225.119352,4613.339782,5014.975204,5384.869389,5721.228004,
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173.8581,5122.123076,5361.727972,5460.168252,5536.975302,5692.226522,6035.391099,6247.856719,6598.383521,6902.915131,7236.976015,7479.723648,7734.528937,7953.548258,8664.044863,9185.602972,9817.5041,10500.9563,10895.69449,11065.0973,11573.54552,11532.35573,11564.00466,11795.34346,12142.33221,12259.204,13113.97108,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.709187,6778.707132,7098.956276,7332.089148,7838.002114,8313.692214,10349.89532,12405.13347,13816.54775,13022.4702,13648.23275,14472.47354,13863.8542,14870.14159,15371.15023,16272.19565,17633.13298,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310.861431,3076.087242,2822.423466,2773.658861,2871.203834,3094.184139,3195.32814,3349.007218,3468.873955,3598.667893,3689.703496,3849.34789,4053.41888,4377.923277,4921.366946,5384.323071,5950.249158,6647.153762,7278.375529,7131.643494,7552.665586,8881.48475,9969.140218,11093.85011,11931.45507,12152.17138,12252.2772,
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6592081,258.4720788,242.0012139,259.0642115,270.1660031,272.2719658,341.083211,374.1014601,412.2608207,439.8141697,445.1502637,498.8265646,535.1644475,564.3082393,606.7713797,661.0487226,726.7897526,778.3873547,823.7864481,857.3459027,899.1987281,954.7991162,1012.437187,1070.663568,1135.275572,1190.752224,1216.792787,
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.084811,1857.601595,1884.718484,1988.711657,1915.227654,2086.572357,2182.484304,2065.973626,2081.047217,2206.962235,2180.644244,2208.80505,2192.803843,2302.994958,2431.841423,2658.436435,3166.192905,3249.220341,3255.497599,3154.620763,3249.876929,3371.994582,3526.34393,3689.8449,3843.110323,3835.23106,3852.525904,
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4774.348669,5096.760048,5479.869135,5825.886673,6109.821317,6448.993211,6863.107641,7285.789618,7730.246044,7951.720472,8780.062692,9138.775495,9409.61027,9876.46913,10664.04277,11078.02723,12335.63549,13328.34086,14270.16945,14815.80799,15616.00684,16561.77098,17408.1887,18243.51278,19193.3966,20087.71538,21102.55892,
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9991622,528.9872961,496.8073653,556.4281889,507.9370143,598.4269158,640.9537997,658.9148194,671.1379005,680.5481666,686.3825764,648.8648129,652.2987927,684.8543688,721.9696787,748.0958764,783.9016678,855.7850727,910.9173989,964.3149381,1012.067458,1051.185996,1058.912262,1099.200591,1146.362818,1159.319842,1168.825626,
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819.833911,7514.876874,8156.380485,8949.71142,9736.483893,10645.57323,11624.87875,12370.73729,11297.54074,11882.75227,12927.74515,13002.93654,13626.85125,14411.34741,15507.19703,16540.77509,17667.73316,19488.40531,20162.8745,19448.2532,20680.29685,21818.87569,23006.92553,24033.97126,25437.14494,26623.32837,27682.60794,
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23569.69156,23970.32478,24988.45335,25945.12055,27247.92871,28243.7063,29457.19797,30930.69712,32274.6763,33935.25788,35736.50624,36567.03111,37448.10698,38941.42491,41118.6297,43503.57537,45609.33061,47214.929,47602.871,46192.19129,47548.70026,48975.37667,50523.41589,51918.15581,53671.40126,55262.17413,56327.27354,
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696.56091,3987.60579,4233.150803,4138.920621,4175.045624,4298.183267,4381.00345,4505.40972,4570.219397,4673.939985,4839.87524,4919.535363,5158.089616,5416.672926,6177.919402,6464.093344,7052.267894,7629.285893,7884.762889,7853.818998,8289.696027,8721.255524,9132.342914,9578.383485,10111.29664,10610.54677,10624.92711,
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.9841049,592.9302312,548.5958711,550.9093387,565.3846892,571.8724878,581.2098323,585.9507769,630.7162268,613.969211,596.996406,630.7032628,636.1372657,658.87221,653.3958276,679.3362639,713.8950093,728.3174884,783.8666854,755.1622156,797.5117415,801.6042311,878.47678,904.2634903,950.5971586,963.2548455,986.2069606,
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.827996,1967.970721,1971.230467,2009.388634,2019.833535,2005.079214,2090.955281,2132.609922,2159.825876,2148.968473,2257.525221,2351.035161,2415.791906,2650.976241,3550.744733,3694.485774,4014.48935,4288.395313,4525.212182,4747.714933,5045.978167,5259.295504,5437.807117,5670.102575,5963.180027,6038.462315,5861.089656,
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.273584,1958.478326,1966.982661,1962.71907,2028.253263,2149.458712,2283.70976,2371.614547,2443.963723,2613.006616,2739.388794,2842.948823,2868.436501,2959.810136,3161.236389,3358.645014,3546.813453,3776.233358,3931.054301,3781.76748,3947.216766,4231.497518,4535.284737,4779.773333,5030.554561,5282.699236,5539.826716,
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18910.91252,19859.87001,20503.51148,21107.70343,22061.78615,23109.29325,24218.8446,25714.52247,27336.22238,28946.09718,31591.92861,32864.23423,33991.05929,33701.11297,35428.39431,37265.34509,40602.6534,43471.63797,45843.89223,44037.36411,44542.83655,46066.65241,46707.26971,48666.31785,48606.25361,49527.66966,50538.60657,
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18442.12536,19550.40927,20591.61601,21552.70882,22992.86318,24320.86866,26785.21028,28592.09499,28163.27114,30555.33875,36950.49466,37818.30313,37959.79481,38530.45164,42501.62478,47772.43008,54086.77684,55887.11695,61757.24557,55427.57687,58022.03349,62145.02615,65447.49582,67056.11704,66015.4403,61722.23991,58790.21229,
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.2732467,829.0761465,859.192148,888.8917428,956.6913475,985.5234149,1032.518879,1079.243005,1100.924744,1144.575874,1220.424872,1285.363341,1285.146366,1341.498888,1422.473508,1499.722461,1579.309241,1659.113785,1777.233566,1853.338355,1945.806681,2031.087465,2142.098495,2239.403285,2382.563782,2464.389033,2477.903345,
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726.448419,5121.55759,5617.956282,6459.080878,7339.304367,8050.704559,10429.8055,13206.53713,13066.20362,13966.49778,
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14867.11488,14563.17194,14913.20997,15956.8479,17087.30862,17904.54442,18467.09166,19133.67978,19330.09301,20579.18417,21509.5914,22517.23404,23306.45195,23963.72317,25085.82611,25677.26149,27766.50814,29386.71341,29860.37025,30700.64025,31265.12369,32734.53667,32986.03121,36169.44879,37235.08017,37426.28366,38565.08464,
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16678.38312,17306.45269,17933.46947,18613.60716,19449.16113,20200.44609,21080.45814,22047.07058,22799.05229,23741.11654,25219.75482,26008.36009,26825.62663,27602.68752,29082.30444,30474.59058,32460.83906,34006.76941,34844.04186,33897.00821,35164.41741,36573.62258,37532.19909,38800.40706,39902.93967,40900.23933,41869.74045,
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22648.67544,23754.2506,25151.22448,26135.04956,26740.84992,27936.34693,28888.40042,30974.13258,32107.60606,32514.33282,34848.35129,36805.32009,36333.66572,35298.35497,35843.54284,36913.87859,38978.70024,40545.66763,43170.35667,44172.88002,44417.76799,42121.26213,43822.19822,43386.32651,42351.39779,42742.54249,,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10523.50657,11076.98589,11593.33721,12155.67753,13395.42872,14286.5876,16026.30664,17736.6019,19146.87677,19372.02253,20791.85147,22387.05973,23117.17999,23789.5314,24399.61598,24736.99618,25022.37398,
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.517294,2084.430928,2235.333287,2268.856234,2343.1312,2448.166983,2549.151037,2555.197132,2585.38336,2657.677609,2770.166499,2826.653877,2900.068232,3037.222837,3282.315892,3573.525102,3831.577823,4040.345942,4104.907382,4166.508041,4196.955809,4309.763713,4447.90271,4619.744539,4811.238323,5000.283839,5235.478085,
